,Tipo Conexión,Tipo Carga,Tipo Corriente,Provincia
777,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
778,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
779,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
780,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
781,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
782,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
783,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
784,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
785,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
786,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
787,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
788,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
789,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
790,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
791,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
792,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
793,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
794,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
795,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
796,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
797,MENNEKES.M,Carga Rápida (DC),AC,Gerona
798,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
799,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
800,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Gerona
801,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
802,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
803,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
804,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
805,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
806,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
807,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
808,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
809,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
810,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
811,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
812,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
813,MENNEKES.M,Carga Rápida (DC),AC,Lérida
814,MENNEKES+Schuko,ND 0kW,AC/DC,Barcelona
815,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
816,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
817,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
818,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
819,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
820,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
821,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
822,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
823,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
824,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
825,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
826,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
827,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
828,CCS Combo2,Carga Rápida (DC),DC,Gerona
829,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
830,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
831,MENNEKES.M,Carga Lenta (AC),AC,Barcelona
832,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
833,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
834,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
835,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
836,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
837,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
838,MENNEKES.F+Schuko,ND 0kW,AC/DC,Lérida
839,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
840,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
841,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
842,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
843,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
844,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
845,CCS Combo2,Carga Rápida (DC),DC,Barcelona
846,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
847,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
848,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
849,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
850,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
851,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
852,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
853,Schuko,ND 0kW,AC,Barcelona
854,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Tarragona
855,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
856,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
857,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
858,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
859,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
860,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
861,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
862,MENNEKES.F,ND 0kW,AC/DC,Barcelona
863,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
864,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
865,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
866,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
867,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
868,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
869,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
870,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
871,TESLA,ND 0kW,AC,Gerona
872,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
873,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
874,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
875,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
876,MENNEKES.M,Carga Rápida (DC),AC,Gerona
877,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
878,MENNEKES.M+Schuko,Carga Rápida (DC),AC,Barcelona
879,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
880,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
881,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
882,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
883,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
884,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
885,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
886,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
887,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
888,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
889,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
890,"CCSCombo2, ChadeMo i MENNEKES.M",ND 0kW,AC/DC,Lérida
891,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
892,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
893,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
894,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
895,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
896,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
897,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
898,Schuko,ND 0kW,AC,Barcelona
899,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
900,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
901,CCS Combo2,Carga Rápida (DC),DC,Gerona
902,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
903,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
904,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
905,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
906,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
907,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
908,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Gerona
909,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
910,CCS Combo2,Carga Rápida (DC),DC,Gerona
911,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
912,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
913,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
914,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
915,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
916,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
917,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
918,CCS Combo2,Carga Rápida (DC),DC,Barcelona
919,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
920,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
921,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
922,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
923,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
924,MENNEKES.F+Schuko,ND 0kW,AC/DC,Barcelona
925,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
926,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),DC,Barcelona
927,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
928,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
929,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
930,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
931,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
932,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
933,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
934,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
935,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
936,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
937,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
938,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
939,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
940,CCS Combo2+ChadeMO+MENNEKES.M,Carga Ultrarrápida (DC),AC/DC,Gerona
941,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
942,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
943,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
944,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
945,MENNEKES.M,Carga Rápida (DC),AC,Lérida
946,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
947,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
948,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
949,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
950,CCS Combo2,Carga Rápida (DC),DC,Tarragona
951,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
952,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
953,MENNEKES.M,Carga Rápida (DC),AC,Gerona
954,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
955,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
956,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
957,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
958,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
959,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
960,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
961,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
962,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
963,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
964,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
965,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
966,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
967,MENNEKES.M,Carga Rápida (DC),AC,Lérida
968,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
969,MENNEKES.M,Carga Rápida (DC),AC,Lérida
970,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
971,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
972,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
973,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
974,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
975,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
976,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
977,Schuko,ND 0kW,AC,Barcelona
978,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
979,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
980,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
981,MENNEKES.M,Carga Lenta (AC),AC,Tarragona
982,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
983,MENNEKES.F,ND 0kW,AC/DC,Tarragona
984,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
985,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
986,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
